t,conf,left_knee_flex,left_elbow_flex,trunk_incline,right_knee_flex,right_elbow_flex
0.0,0.7309813611209393,177.3743187584618,166.29791908203535,1.5533411471017202,,
0.041688033062302066,0.7336749276146293,177.24774283570073,168.99500641335564,1.6953146819390943,179.93353339650602,
0.08337606612460413,0.736063141686221,177.1200358826671,171.27500856855292,1.7846573368536505,179.87018331799223,
0.1250640991869062,0.7378323366865516,176.70526139259596,172.1050962367166,2.0944768736759873,179.41455681477473,
0.16675213224920826,0.74221397160242,175.76613852129532,172.03039455003585,2.981219632645099,178.63088791964128,
0.20844016531151033,0.7498445063829422,173.7725928058397,172.1659892879741,4.264639279494914,177.6969582678688,
0.2501281983738124,0.7567725547899803,171.52784620442188,169.5560541440555,5.549937073440129,176.02150654991564,
0.29181623143611446,0.7621452001233896,170.14752230593743,168.38326782093205,6.291623954566124,174.16280483551603,
0.3335042644984165,0.7684333883225918,168.46692342052125,168.11186252948255,7.324685500907405,172.90712808151193,
0.3751922975607186,0.7751887689034144,163.91415794735028,169.3520422382804,9.26872790006644,168.93475880384005,
0.41688033062302066,0.7806709967553616,161.642012288171,169.39248505532848,10.687485122223267,165.95346837616594,
0.4585683636853227,0.7855334853132566,158.60355961514617,166.4513300361964,12.20608500373605,163.59615636169252,
0.5002563967476248,0.7904125253359476,156.1636981570282,164.58820313521977,13.618145847622465,159.28239332767873,171.3535073108118
0.5419444298099269,0.7957862466573715,152.9895478245621,162.66268058139852,15.344407187423,153.86837537973577,168.89734387437122
0.5836324628722289,0.8025501469771067,151.15968885961396,161.51980910483869,16.38192481036366,150.64613922708492,168.58781322588217
0.625320495934531,0.8093847086032232,147.90993451074235,159.79064209775623,16.992045860173608,146.66855723115833,170.73709623177078
0.667008528996833,0.8150707632303238,144.99082385017434,157.65245496833177,18.15560047453109,142.7082582798558,165.9644349745888
0.7086965620591351,0.8213035811980566,140.21826764906746,158.19993751730013,19.292502130343042,139.7440450205077,166.04865171454105
0.7503845951214372,0.8274061307311058,137.98178725487008,158.94857748916823,20.607913131725798,138.08266561430295,160.76903723111633
0.7920726281837392,0.8319737712542216,137.65347511968574,157.41040277694714,21.437507976146115,137.58066690454106,157.5287033418832
0.8337606612460413,0.8366740047931671,137.46513469021227,156.3638030923171,22.34948719278383,136.13238700638783,158.35023247359806
0.8754486943083434,0.8398709843556086,135.1951616400023,155.90446823009756,23.86211238301278,133.77560300775136,155.54528570113408
0.9171367273706454,0.8406668081879616,133.86608312746583,150.28475020723894,24.727988208463188,131.15114155940333,149.80278838945998
0.9588247604329475,0.8423284714420637,131.24979232749686,149.82951871899317,25.23913797285627,129.7574636142597,149.22571620998505
1.0005127934952496,0.8435192406177521,129.2903403561012,148.7455218097504,26.34597193829807,127.11988437524235,148.6070667308322
1.0422008265575518,0.8441009745001793,126.91247535111353,146.252804762793,27.444360379390446,123.08161039205277,146.36424096966996
1.0838888596198537,0.8443182135621706,124.03759353021968,143.84248370184073,28.09074997871277,120.09875063820547,142.66019681061556
1.1255768926821559,0.8448536197344462,121.57830365670037,143.5399062467063,29.14948108143032,118.13452609174098,142.45250351168718
1.1672649257444578,0.8469241956869761,118.41049688219289,140.68234482219071,30.178601442656944,115.1033153655539,139.47366542289248
1.20895295880676,0.8476662114262581,115.2607401940089,140.06638239148012,31.255609406662433,112.64838652655436,137.8745214217376
1.250640991869062,0.8508179311951002,115.48883570165967,140.22104392771703,32.38100134112017,111.50243894111028,141.500779414332
1.2923290249313641,0.8534102787574133,114.33024497689009,141.60955963732235,33.25957628553725,111.32740818012226,140.15049358379363
1.334017057993666,0.8543997729818026,113.3993934743726,144.56443127435992,33.93439301776623,110.05888614966932,142.3250229690826
1.3757050910559683,0.855175331234932,111.65499616423806,143.58911067206654,34.9205059842241,109.08227322125887,141.15376720450018
1.4173931241182702,0.8553337578972181,108.92800367621622,145.8732385123856,36.19480498270087,105.82954857754747,140.70349927163042
